Date,Open,High,Low,Close,Adj Close,Volume
2020-06-30,111.79000091552734,115.08999633789062,111.7300033569336,114.08999633789062,113.04524993896484,594900
2020-07-01,114.33999633789062,114.75,112.30000305175781,114.0199966430664,112.97589111328125,492500
2020-07-02,115.19000244140625,117.55999755859375,114.63999938964844,117.0,115.9286117553711,728400
2020-07-06,119.43000030517578,120.08999633789062,116.70999908447266,118.18000030517578,117.09780883789062,629400
2020-07-07,116.69999694824219,116.83999633789062,115.2699966430664,115.8499984741211,114.78913879394531,480300
2020-07-08,115.4800033569336,116.04000091552734,112.48999786376953,112.94999694824219,111.91569519042969,673600
2020-07-09,112.5,112.70999908447266,109.98999786376953,110.61000061035156,109.59712982177734,573400
2020-07-10,110.80000305175781,111.83999633789062,110.01000213623047,111.04000091552734,110.02318572998047,970800
2020-07-13,112.19999694824219,114.08999633789062,111.69999694824219,112.1500015258789,111.1230239868164,946100
2020-07-14,112.12000274658203,115.81999969482422,111.44000244140625,115.81999969482422,114.75941467285156,784400
2020-07-15,118.05000305175781,119.61000061035156,117.31999969482422,118.98999786376953,117.900390625,761700
2020-07-16,118.88999938964844,120.58000183105469,118.4000015258789,119.41999816894531,118.32644653320312,675300
2020-07-17,120.2699966430664,121.66000366210938,118.80000305175781,121.26000213623047,120.14960479736328,595400
2020-07-20,120.5,121.01000213623047,119.66000366210938,119.88999938964844,118.79214477539062,310400
2020-07-21,120.11000061035156,121.41000366210938,120.0,120.48999786376953,119.38665008544922,400500
2020-07-22,120.12999725341797,122.19999694824219,119.93000030517578,122.19999694824219,121.08098602294922,358600
2020-07-23,122.26000213623047,123.5999984741211,120.4000015258789,120.91000366210938,119.80281066894531,362800
2020-07-24,121.05000305175781,122.70999908447266,119.91000366210938,120.41000366210938,119.30738830566406,1467700
2020-07-27,120.45999908447266,120.9000015258789,113.62000274658203,115.86000061035156,114.7990493774414,1203800
2020-07-28,117.25,118.38999938964844,116.29000091552734,117.5999984741211,116.52310943603516,968500
2020-07-29,118.19999694824219,119.37000274658203,117.26000213623047,117.95999908447266,116.87981414794922,746700
2020-07-30,116.33999633789062,117.01000213623047,114.5999984741211,115.12999725341797,114.07572937011719,457900
2020-07-31,114.69999694824219,115.02999877929688,112.0999984741211,113.33999633789062,112.30211639404297,400300
2020-08-03,114.04000091552734,114.38999938964844,112.54000091552734,112.80999755859375,111.7769775390625,480700
2020-08-04,112.31999969482422,114.18000030517578,111.80000305175781,113.83999633789062,112.79753875732422,657800
2020-08-05,114.47000122070312,116.81999969482422,114.47000122070312,116.08999633789062,115.02693939208984,608900
2020-08-06,115.94000244140625,116.8499984741211,114.12999725341797,114.44999694824219,113.4019546508789,580900
2020-08-07,113.72000122070312,115.83000183105469,113.38999938964844,115.81999969482422,114.75941467285156,379700
2020-08-10,116.36000061035156,117.19000244140625,115.33000183105469,116.18000030517578,115.11611938476562,343300
2020-08-11,118.18000030517578,119.94999694824219,117.83000183105469,118.3499984741211,117.26624298095703,625900
2020-08-12,119.94000244140625,120.81999969482422,119.11000061035156,120.45999908447266,119.35692596435547,419600
2020-08-13,119.11000061035156,119.18000030517578,117.86000061035156,118.43000030517578,117.34552001953125,366700
2020-08-14,117.5,117.97000122070312,116.36000061035156,116.58999633789062,115.5223617553711,378600
2020-08-17,117.43000030517578,117.43000030517578,115.43000030517578,115.86000061035156,114.7990493774414,354200
2020-08-18,115.69999694824219,115.9000015258789,114.1500015258789,114.33999633789062,113.29296112060547,403300
2020-08-19,115.04000091552734,116.08000183105469,113.75,114.25,113.20378875732422,333900
2020-08-20,113.08999633789062,113.5999984741211,112.20999908447266,113.44000244140625,112.40121459960938,441500
2020-08-21,113.30999755859375,115.05000305175781,112.69000244140625,114.58000183105469,113.53077697753906,360700
2020-08-24,115.4800033569336,116.30999755859375,114.77999877929688,115.37999725341797,114.32344055175781,240700
2020-08-25,116.0999984741211,116.30000305175781,114.44000244140625,115.91000366210938,114.84859466552734,438400
2020-08-26,115.62999725341797,116.02999877929688,114.62000274658203,115.75,114.69005584716797,371100
2020-08-27,115.33999633789062,117.12999725341797,115.26000213623047,116.29000091552734,115.22511291503906,349800
2020-08-28,116.63999938964844,118.36000061035156,115.41999816894531,118.18000030517578,117.09780883789062,314500
2020-08-31,118.18000030517578,118.18000030517578,114.6500015258789,115.38999938964844,114.3333511352539,544300
2020-09-01,114.16000366210938,117.70999908447266,113.05999755859375,117.66000366210938,117.1715316772461,521800
2020-09-02,117.77999877929688,121.52999877929688,117.56999969482422,121.16000366210938,120.65699768066406,553600
2020-09-03,121.20999908447266,121.33000183105469,117.04000091552734,119.08000183105469,118.58563232421875,561100
2020-09-04,120.41999816894531,120.69000244140625,117.6500015258789,119.08000183105469,118.58563232421875,574400
2020-09-08,118.37999725341797,118.37999725341797,113.55999755859375,114.05999755859375,113.58647155761719,606400
2020-09-09,114.58999633789062,117.0199966430664,114.58999633789062,116.3499984741211,115.86695861816406,439300
2020-09-10,117.19999694824219,118.05000305175781,115.91000366210938,116.04000091552734,115.5582504272461,546200
2020-09-11,117.2300033569336,120.81999969482422,116.91000366210938,119.79000091552734,119.29268646240234,807200
2020-09-14,121.29000091552734,123.83999633789062,121.12000274658203,121.80999755859375,121.30429077148438,723700
2020-09-15,123.16999816894531,128.72000122070312,123.16999816894531,128.02000427246094,127.48851776123047,956500
2020-09-16,128.36000061035156,129.74000549316406,128.02000427246094,128.3300018310547,127.79722595214844,1137400
2020-09-17,127.0,129.72999572753906,124.66000366210938,128.69000244140625,128.15573120117188,708800
2020-09-18,128.0399932861328,128.77999877929688,124.56999969482422,125.4800033569336,124.95906066894531,741900
2020-09-21,123.0999984741211,124.26000213623047,119.55000305175781,121.19999694824219,120.69682312011719,630100
2020-09-22,120.91000366210938,122.58999633789062,120.8499984741211,122.01000213623047,121.50346374511719,672200
2020-09-23,122.29000091552734,122.43000030517578,118.22000122070312,118.70999908447266,118.2171630859375,696000
2020-09-24,118.01000213623047,119.62000274658203,116.73999786376953,117.36000061035156,116.87277221679688,614100
2020-09-25,116.19999694824219,119.75,115.7699966430664,119.30000305175781,118.80471801757812,429400
2020-09-28,120.76000213623047,123.86000061035156,120.52999877929688,123.01000213623047,122.49931335449219,565200
2020-09-29,123.63999938964844,125.33999633789062,123.23999786376953,124.58999633789062,124.07275390625,662700
2020-09-30,125.36000061035156,129.39999389648438,125.05000305175781,127.83999633789062,127.30925750732422,886400
2020-10-01,128.7100067138672,129.5,124.30999755859375,124.6500015258789,124.13250732421875,679900
2020-10-02,122.79000091552734,125.69999694824219,122.55999755859375,124.33000183105469,123.81383514404297,718300
2020-10-05,125.95999908447266,128.72000122070312,125.80000305175781,128.22000122070312,127.68768310546875,770800
2020-10-06,129.27999877929688,130.60000610351562,125.75,126.33999633789062,125.81548309326172,763700
2020-10-07,128.11000061035156,131.4600067138672,127.95999908447266,129.55999755859375,129.02212524414062,409200
2020-10-08,130.02999877929688,132.17999267578125,130.02999877929688,132.05999755859375,131.51173400878906,411700
2020-10-09,133.0399932861328,133.22000122070312,130.17999267578125,130.5,129.95822143554688,469300
2020-10-12,131.60000610351562,131.8699951171875,129.0800018310547,129.30999755859375,128.77316284179688,673300
2020-10-13,129.0,130.75999450683594,128.4600067138672,129.44000244140625,128.90261840820312,353000
2020-10-14,129.38999938964844,131.6699981689453,129.38999938964844,131.17999267578125,130.63539123535156,345800
2020-10-15,129.7899932861328,133.55999755859375,129.66000366210938,132.86000061035156,132.3084259033203,419800
2020-10-16,133.72000122070312,134.47999572753906,133.3699951171875,134.02000427246094,133.46360778808594,435500
2020-10-19,133.92999267578125,136.19000244140625,133.52999877929688,133.74000549316406,133.1847686767578,674300
2020-10-20,135.41000366210938,137.5,133.91000366210938,134.33999633789062,133.7822723388672,579300
2020-10-21,134.49000549316406,145.4499969482422,134.49000549316406,142.55999755859375,141.96815490722656,1400800
2020-10-22,138.58999633789062,142.83999633789062,137.58999633789062,140.8699951171875,140.28515625,736200
2020-10-23,142.07000732421875,143.8000030517578,140.4600067138672,141.74000549316406,141.1515655517578,683100
2020-10-26,140.49000549316406,140.64999389648438,137.5500030517578,139.25,138.67189025878906,379700
2020-10-27,139.44000244140625,140.19000244140625,138.14999389648438,138.14999389648438,137.57644653320312,528300
2020-10-28,135.17999267578125,136.99000549316406,134.5,135.14999389648438,134.5889129638672,600600
2020-10-29,135.6300048828125,140.83999633789062,135.2899932861328,139.80999755859375,139.2295684814453,579500
2020-10-30,138.14999389648438,140.2899932861328,136.67999267578125,138.38999938964844,137.81546020507812,550200
2020-11-02,140.08999633789062,142.27999877929688,139.42999267578125,141.6999969482422,141.11172485351562,480800
2020-11-03,143.8800048828125,146.02000427246094,143.1199951171875,145.2100067138672,144.60716247558594,452500
2020-11-04,145.2899932861328,145.88999938964844,142.50999450683594,143.3800048828125,142.7847442626953,483000
2020-11-05,145.39999389648438,148.89999389648438,145.0,147.0399932861328,146.42955017089844,348600
2020-11-06,147.1199951171875,148.82000732421875,146.9199981689453,148.25999450683594,147.6444854736328,312100
2020-11-09,153.99000549316406,156.82000732421875,150.97999572753906,152.35000610351562,151.71751403808594,891200
2020-11-10,151.63999938964844,152.72000122070312,147.7100067138672,150.6999969482422,150.07435607910156,1172900
2020-11-11,151.82000732421875,153.22999572753906,150.3300018310547,151.77999877929688,151.14987182617188,426900
2020-11-12,150.5399932861328,151.35000610351562,146.60000610351562,147.6199951171875,147.00714111328125,493200
2020-11-13,148.99000549316406,151.07000732421875,148.3300018310547,149.5800018310547,148.95901489257812,638200
2020-11-16,152.17999267578125,153.97999572753906,150.86000061035156,152.60000610351562,151.9664764404297,513600
2020-11-17,151.3800048828125,152.22999572753906,149.10000610351562,149.44000244140625,148.81959533691406,556500
2020-11-18,150.16000366210938,151.5,147.41000366210938,147.42999267578125,146.81793212890625,480400
2020-11-19,146.83999633789062,147.5,145.35000610351562,147.02999877929688,146.41958618164062,509700
2020-11-20,146.86000061035156,147.85000610351562,146.1199951171875,147.5,146.88763427734375,414200
2020-11-23,148.91000366210938,149.69000244140625,146.6300048828125,147.47999572753906,146.8677215576172,370000
2020-11-24,149.27000427246094,153.5,148.5800018310547,153.05999755859375,152.424560546875,559700
2020-11-25,152.25,152.97000122070312,150.85000610351562,151.55999755859375,150.9307861328125,317400
2020-11-27,151.39999389648438,152.24000549316406,149.44000244140625,150.3000030517578,149.676025390625,179400
2020-11-30,150.0800018310547,151.25,148.5,149.33999633789062,148.72000122070312,590300
2020-12-01,150.80999755859375,152.7100067138672,149.00999450683594,151.75,151.75,399500
2020-12-02,150.64999389648438,152.42999267578125,150.0,150.83999633789062,150.83999633789062,324300
2020-12-03,150.80999755859375,152.1999969482422,149.5399932861328,149.8699951171875,149.8699951171875,450800
2020-12-04,150.35000610351562,154.24000549316406,150.13999938964844,154.0399932861328,154.0399932861328,313800
2020-12-07,154.30999755859375,155.3699951171875,153.02999877929688,154.17999267578125,154.17999267578125,409500
2020-12-08,153.69000244140625,156.0500030517578,152.25999450683594,155.30999755859375,155.30999755859375,438400
2020-12-09,156.13999938964844,156.61000061035156,153.0,153.89999389648438,153.89999389648438,349500
2020-12-10,153.1199951171875,153.2100067138672,149.9600067138672,150.8000030517578,150.8000030517578,456400
2020-12-11,149.52999877929688,150.69000244140625,149.14999389648438,150.00999450683594,150.00999450683594,437400
2020-12-14,151.82000732421875,151.92999267578125,148.4499969482422,148.77000427246094,148.77000427246094,599300
2020-12-15,150.64999389648438,151.7899932861328,149.16000366210938,150.97999572753906,150.97999572753906,437600
2020-12-16,151.00999450683594,151.22000122070312,148.89999389648438,150.64999389648438,150.64999389648438,301000
2020-12-17,151.64999389648438,152.9199981689453,150.49000549316406,152.22999572753906,152.22999572753906,351500
2020-12-18,151.9499969482422,153.1699981689453,150.58999633789062,152.9600067138672,152.9600067138672,995200
2020-12-21,150.69000244140625,152.36000061035156,148.5500030517578,152.0800018310547,152.0800018310547,312900
2020-12-22,151.3699951171875,152.80999755859375,150.19000244140625,151.75999450683594,151.75999450683594,336700
2020-12-23,152.6699981689453,154.13999938964844,151.77999877929688,152.7100067138672,152.7100067138672,305700
2020-12-24,153.57000732421875,153.9499969482422,152.1999969482422,153.39999389648438,153.39999389648438,82200
2020-12-28,155.0,155.77999877929688,153.3300018310547,153.94000244140625,153.94000244140625,221000
2020-12-29,154.5,155.00999450683594,151.49000549316406,152.22000122070312,152.22000122070312,230900
2020-12-30,153.32000732421875,154.88999938964844,153.00999450683594,154.19000244140625,154.19000244140625,190800
2020-12-31,154.6999969482422,155.47999572753906,152.9600067138672,155.11000061035156,155.11000061035156,203900
2021-01-04,155.4600067138672,157.25,151.11000061035156,151.89999389648438,151.89999389648438,527900
2021-01-05,154.0500030517578,154.77999877929688,151.69000244140625,152.22999572753906,152.22999572753906,827000
2021-01-06,153.99000549316406,158.5399932861328,153.07000732421875,158.0500030517578,158.0500030517578,1006700
