Date,Open,High,Low,Close,Adj Close,Volume
2020-06-30,138.39999389648438,140.9199981689453,138.39999389648438,140.1300048828125,138.95877075195312,1219300
2020-07-01,139.49000549316406,139.74000549316406,135.64999389648438,135.97000122070312,134.8335418701172,1779800
2020-07-02,137.66000366210938,139.10000610351562,134.82000732421875,135.08999633789062,133.9608917236328,1444600
2020-07-06,136.57000732421875,137.2100067138672,135.72000122070312,136.00999450683594,134.87319946289062,1506700
2020-07-07,134.47999572753906,134.77000427246094,131.00999450683594,131.0800018310547,129.98440551757812,1869300
2020-07-08,131.05999755859375,133.08999633789062,130.6999969482422,132.1300048828125,131.025634765625,1498800
2020-07-09,131.83999633789062,132.74000549316406,128.42999267578125,130.92999267578125,129.8356475830078,1270100
2020-07-10,129.86000061035156,130.41000366210938,127.58000183105469,128.4199981689453,127.34663391113281,1921300
2020-07-13,129.66000366210938,132.44000244140625,129.0399932861328,131.05999755859375,129.96456909179688,2373800
2020-07-14,130.42999267578125,133.19000244140625,129.5,132.97000122070312,131.85861206054688,1172700
2020-07-15,133.97999572753906,136.47000122070312,133.97000122070312,134.55999755859375,133.43531799316406,910100
2020-07-16,133.6999969482422,134.8699951171875,133.1199951171875,134.7100067138672,133.5840606689453,1221400
2020-07-17,135.8300018310547,138.47000122070312,135.24000549316406,137.67999267578125,136.52923583984375,1217200
2020-07-20,137.19000244140625,137.9600067138672,134.72000122070312,135.64999389648438,134.51620483398438,1771700
2020-07-21,136.3300018310547,138.47000122070312,136.2100067138672,138.0,136.8465576171875,1072700
2020-07-22,137.6999969482422,141.97000122070312,137.25999450683594,141.1999969482422,140.0198211669922,1144600
2020-07-23,141.3699951171875,145.85000610351562,141.35000610351562,144.22000122070312,143.01458740234375,1640500
2020-07-24,144.13999938964844,144.22999572753906,140.8000030517578,141.72999572753906,140.54539489746094,1370000
2020-07-27,141.80999755859375,143.52999877929688,141.49000549316406,141.9600067138672,140.77346801757812,1077100
2020-07-28,140.67999267578125,141.5500030517578,135.77999877929688,136.8000030517578,135.65660095214844,1517100
2020-07-29,138.00999450683594,140.5500030517578,137.8000030517578,140.0399932861328,138.8695068359375,838200
2020-07-30,137.41000366210938,139.35000610351562,135.89999389648438,139.19000244140625,138.02662658691406,541200
2020-07-31,139.6999969482422,139.91000366210938,137.10000610351562,139.8000030517578,138.63153076171875,703300
2020-08-03,140.64999389648438,141.25,137.4600067138672,137.5399932861328,136.39041137695312,906000
2020-08-04,138.36000061035156,139.99000549316406,136.77000427246094,137.57000732421875,136.420166015625,1211200
2020-08-05,138.35000610351562,139.52999877929688,137.44000244140625,138.3300018310547,137.17379760742188,1379900
2020-08-06,137.88999938964844,144.0500030517578,137.88999938964844,144.02999877929688,142.826171875,1994000
2020-08-07,147.7100067138672,151.99000549316406,141.9499969482422,144.25999450683594,143.0542449951172,2828900
2020-08-10,144.0,144.5,140.89999389648438,142.22000122070312,141.0312957763672,1472100
2020-08-11,142.16000366210938,143.52000427246094,140.2100067138672,142.8699951171875,141.6758575439453,1458900
2020-08-12,142.47000122070312,146.33999633789062,142.39999389648438,145.00999450683594,143.79795837402344,948000
2020-08-13,143.8000030517578,146.5,142.75,145.9600067138672,144.74005126953125,716100
2020-08-14,144.88999938964844,145.60000610351562,143.8300018310547,145.3699951171875,144.1549530029297,704500
2020-08-17,145.77000427246094,147.39999389648438,145.77000427246094,147.36000061035156,146.1283416748047,981900
2020-08-18,147.5800018310547,149.97999572753906,147.0800018310547,149.8000030517578,148.54794311523438,1377600
2020-08-19,150.0,151.49000549316406,149.52999877929688,150.4600067138672,149.2024383544922,1288400
2020-08-20,148.67999267578125,151.72000122070312,148.44000244140625,151.61000061035156,150.34280395507812,1069800
2020-08-21,151.14999389648438,152.0399932861328,150.3000030517578,151.9199981689453,150.6502227783203,794200
2020-08-24,151.47999572753906,153.99000549316406,151.47999572753906,153.97000122070312,152.68309020996094,905800
2020-08-25,154.44000244140625,155.30999755859375,153.9199981689453,154.77999877929688,153.48631286621094,654300
2020-08-26,155.3000030517578,155.3000030517578,152.66000366210938,153.3300018310547,152.04843139648438,835500
2020-08-27,154.25999450683594,154.35000610351562,151.35000610351562,151.80999755859375,150.5411376953125,1418700
2020-08-28,151.69000244140625,153.94000244140625,151.5500030517578,153.5800018310547,152.2963409423828,759500
2020-08-31,153.0399932861328,155.25,152.3300018310547,154.75,153.45655822753906,1411700
2020-09-01,154.27999877929688,154.2899932861328,152.6699981689453,153.77000427246094,152.48475646972656,964100
2020-09-02,154.0,157.97000122070312,153.52999877929688,157.08999633789062,155.77699279785156,902800
2020-09-03,156.50999450683594,157.22000122070312,152.10000610351562,153.52000427246094,152.2368621826172,1015400
2020-09-04,154.0399932861328,155.4600067138672,151.24000549316406,153.0399932861328,151.76084899902344,1361600
2020-09-08,151.14999389648438,154.0,150.32000732421875,152.49000549316406,151.2154541015625,1080200
2020-09-09,154.0800018310547,155.3699951171875,152.72999572753906,153.57000732421875,152.28643798828125,685500
2020-09-10,153.4600067138672,154.97999572753906,150.0500030517578,150.33999633789062,149.0834197998047,941300
2020-09-11,152.02999877929688,154.3000030517578,151.60000610351562,153.86000061035156,152.57400512695312,1232900
2020-09-14,153.82000732421875,157.0800018310547,153.82000732421875,156.0,155.34228515625,1574900
2020-09-15,156.80999755859375,157.77000427246094,156.39999389648438,156.8000030517578,156.138916015625,557600
2020-09-16,157.6999969482422,158.99000549316406,157.02999877929688,157.08999633789062,156.4276885986328,896600
2020-09-17,154.63999938964844,158.4499969482422,153.5399932861328,158.17999267578125,157.51309204101562,1382500
2020-09-18,157.02000427246094,158.30999755859375,155.72999572753906,157.30999755859375,156.64675903320312,1483000
2020-09-21,155.0399932861328,155.0399932861328,151.3300018310547,152.57000732421875,151.9267578125,1382800
2020-09-22,153.1699981689453,157.38999938964844,152.38999938964844,157.27000427246094,156.60693359375,893100
2020-09-23,157.13999938964844,157.88999938964844,152.11000061035156,152.1999969482422,151.5583038330078,1065800
2020-09-24,151.64999389648438,152.8699951171875,149.80999755859375,151.69000244140625,151.0504608154297,1041400
2020-09-25,150.6699981689453,154.5800018310547,150.14999389648438,154.0,153.3507080078125,624000
