Date,Open,High,Low,Close,Adj Close,Volume
2020-06-30,185.5800018310547,189.22999572753906,185.10000610351562,188.67999267578125,187.8572998046875,1339500
2020-07-01,189.75999450683594,190.94000244140625,188.50999450683594,189.3300018310547,188.50445556640625,828500
2020-07-02,192.55999755859375,193.3699951171875,190.74000549316406,191.61000061035156,190.77452087402344,846600
2020-07-06,194.0,194.7100067138672,189.9600067138672,192.02000427246094,191.1827392578125,1507000
2020-07-07,191.8800048828125,191.8800048828125,188.99000549316406,189.1199951171875,188.29537963867188,1670600
2020-07-08,188.47000122070312,189.4600067138672,185.47999572753906,188.61000061035156,187.78759765625,1474200
2020-07-09,188.88999938964844,191.2100067138672,187.52000427246094,187.80999755859375,186.9910888671875,996400
2020-07-10,188.25,190.24000549316406,186.5,189.69000244140625,188.86289978027344,804300
2020-07-13,190.75999450683594,193.24000549316406,189.1999969482422,189.74000549316406,188.91268920898438,862100
2020-07-14,189.02000427246094,196.16000366210938,188.6699981689453,195.8800048828125,195.02590942382812,1355800
2020-07-15,198.88999938964844,201.52999877929688,197.97999572753906,199.52999877929688,198.65997314453125,1610800
2020-07-16,198.6199951171875,199.4499969482422,197.38999938964844,199.13999938964844,198.2716827392578,938200
2020-07-17,200.10000610351562,200.22999572753906,197.38999938964844,198.0,197.13665771484375,1014100
2020-07-20,196.97999572753906,197.27000427246094,195.1999969482422,196.33999633789062,195.48388671875,648600
2020-07-21,197.52999877929688,197.91000366210938,194.16000366210938,194.47000122070312,193.62205505371094,769900
2020-07-22,194.33999633789062,195.8699951171875,193.25999450683594,195.57000732421875,194.71725463867188,624300
2020-07-23,196.77999877929688,197.64999389648438,193.4499969482422,194.10000610351562,193.25367736816406,774600
2020-07-24,192.67999267578125,193.99000549316406,190.2899932861328,191.75,190.91390991210938,965300
2020-07-27,192.33999633789062,193.5399932861328,191.0500030517578,192.83999633789062,191.9991455078125,855500
2020-07-28,191.64999389648438,193.2100067138672,190.44000244140625,192.60000610351562,191.7602081298828,933100
2020-07-29,192.60000610351562,193.3699951171875,190.32000732421875,190.8800048828125,190.04771423339844,1371300
2020-07-30,189.58999633789062,193.8699951171875,187.75,193.02999877929688,192.18832397460938,1640500
2020-07-31,193.02999877929688,197.7899932861328,192.35000610351562,197.5399932861328,196.6786651611328,1557200
2020-08-03,199.16000366210938,199.67999267578125,197.4499969482422,198.1699981689453,197.305908203125,947100
2020-08-04,198.22999572753906,200.0,196.4199981689453,199.4199981689453,198.5504608154297,847500
2020-08-05,200.0,202.39999389648438,199.02999877929688,201.24000549316406,200.36253356933594,1229800
2020-08-06,200.86000061035156,200.86000061035156,197.39999389648438,199.24000549316406,198.3712615966797,945000
2020-08-07,198.8699951171875,200.49000549316406,198.22999572753906,199.99000549316406,199.1179962158203,1312000
2020-08-10,199.5500030517578,205.0,199.10000610351562,204.49000549316406,203.59835815429688,923800
2020-08-11,206.07000732421875,208.32000732421875,205.63999938964844,207.25999450683594,206.3562774658203,1057300
2020-08-12,208.0,212.8000030517578,206.69000244140625,211.5,210.57778930664062,1382400
2020-08-13,214.0,217.32000732421875,212.25999450683594,213.3699951171875,212.43963623046875,1192200
2020-08-14,211.8800048828125,212.75,211.3800048828125,212.08999633789062,211.16522216796875,851700
2020-08-17,213.97999572753906,214.52000427246094,212.4199981689453,213.97000122070312,213.03701782226562,905700
2020-08-18,213.14999389648438,214.6699981689453,212.61000061035156,213.2899932861328,212.35997009277344,964200
2020-08-19,213.11000061035156,214.35000610351562,210.83999633789062,212.5,211.57342529296875,1296400
2020-08-20,197.86000061035156,200.0,194.13999938964844,198.27000427246094,197.40548706054688,4320600
2020-08-21,201.77999877929688,207.92999267578125,200.55999755859375,207.00999450683594,206.10736083984375,3228200
2020-08-24,211.77000427246094,215.69000244140625,210.9199981689453,212.57000732421875,211.64312744140625,1727900
2020-08-25,213.1300048828125,215.55999755859375,210.8300018310547,215.42999267578125,214.4906463623047,954200
2020-08-26,215.0,217.85000610351562,214.77999877929688,216.67999267578125,215.73519897460938,1469600
2020-08-27,216.8000030517578,217.97999572753906,215.85000610351562,216.41000366210938,215.4663848876953,1018700
2020-08-28,216.1999969482422,223.5399932861328,216.1999969482422,222.92999267578125,222.4513397216797,1372900
2020-08-31,223.41000366210938,224.22999572753906,219.2899932861328,221.72000122070312,221.24395751953125,1917700
2020-09-01,218.85000610351562,222.6199951171875,217.9600067138672,220.99000549316406,220.51551818847656,1710300
2020-09-02,221.8000030517578,223.14999389648438,221.39999389648438,221.9600067138672,221.4834442138672,1539600
2020-09-03,222.2100067138672,223.27999877929688,216.30999755859375,218.05999755859375,217.59181213378906,1523200
2020-09-04,218.7899932861328,218.7899932861328,212.14999389648438,216.22000122070312,215.75575256347656,1567300
2020-09-08,213.72999572753906,216.94000244140625,212.60000610351562,216.02000427246094,215.5561981201172,1531000
2020-09-09,217.10000610351562,220.22000122070312,216.72999572753906,218.50999450683594,218.04083251953125,1387200
2020-09-10,219.5399932861328,220.55999755859375,213.9499969482422,214.60000610351562,214.1392364501953,957400
2020-09-11,216.19000244140625,216.67999267578125,213.27999877929688,214.69000244140625,214.2290496826172,851300
2020-09-14,216.5,219.74000549316406,216.0800018310547,217.41000366210938,216.94320678710938,683100
2020-09-15,219.05999755859375,220.27999877929688,217.58999633789062,217.75999450683594,217.29244995117188,798500
2020-09-16,218.27999877929688,219.8000030517578,217.17999267578125,217.25999450683594,216.79351806640625,693000
2020-09-17,215.49000549316406,218.08999633789062,214.39999389648438,215.7100067138672,215.24685668945312,543900
2020-09-18,213.97999572753906,215.9499969482422,211.38999938964844,212.38999938964844,211.93397521972656,1067000
2020-09-21,209.5,211.36000061035156,204.22999572753906,207.8300018310547,207.38377380371094,983000
2020-09-22,209.02999877929688,211.41000366210938,207.72999572753906,209.8300018310547,209.37948608398438,767400
2020-09-23,210.88999938964844,211.72000122070312,207.33999633789062,207.6300048828125,207.1842041015625,705800
2020-09-24,206.77999877929688,212.64999389648438,205.3800048828125,210.4600067138672,210.0081329345703,1015600
2020-09-25,209.1999969482422,215.52999877929688,208.86000061035156,215.1999969482422,214.73794555664062,1011400
2020-09-28,217.11000061035156,217.86000061035156,214.97000122070312,215.75,215.28677368164062,873900
2020-09-29,217.8699951171875,217.89999389648438,212.72999572753906,214.77999877929688,214.31884765625,957900
2020-09-30,215.80999755859375,219.97000122070312,215.3800048828125,218.25,217.78140258789062,1039800
2020-10-01,219.69000244140625,220.57000732421875,217.3300018310547,219.52999877929688,219.05865478515625,897000
2020-10-02,217.14999389648438,220.75999450683594,215.7899932861328,218.75999450683594,218.29029846191406,722900
2020-10-05,221.66000366210938,223.05999755859375,220.13999938964844,222.0500030517578,221.5732421875,819700
2020-10-06,222.0,223.02000427246094,216.83999633789062,217.66000366210938,217.1926727294922,892400
2020-10-07,219.4199981689453,222.13999938964844,219.07000732421875,221.47999572753906,221.00445556640625,775500
2020-10-08,222.24000549316406,224.80999755859375,221.3000030517578,224.2100067138672,223.72860717773438,778200
2020-10-09,224.5800018310547,226.27000427246094,222.50999450683594,224.60000610351562,224.11776733398438,740200
2020-10-12,226.42999267578125,228.60000610351562,224.60000610351562,227.02000427246094,226.53257751464844,817800
2020-10-13,224.1300048828125,225.22000122070312,222.00999450683594,223.02000427246094,222.54116821289062,854200
2020-10-14,225.82000732421875,225.82000732421875,221.47000122070312,222.83999633789062,222.36154174804688,855300
2020-10-15,221.4600067138672,223.64999389648438,220.35000610351562,221.8800048828125,221.4036102294922,893800
2020-10-16,223.4600067138672,225.6300048828125,222.58999633789062,224.1300048828125,223.64877319335938,936300
2020-10-19,224.6199951171875,226.3000030517578,221.3699951171875,222.33999633789062,221.86260986328125,732200
2020-10-20,223.9499969482422,227.66000366210938,222.7100067138672,225.72000122070312,225.23536682128906,587000
2020-10-21,226.6999969482422,233.82000732421875,225.6699981689453,232.64999389648438,232.15048217773438,1220800
2020-10-22,232.0800018310547,234.75999450683594,230.86000061035156,232.6199951171875,232.12054443359375,858200
2020-10-23,234.02000427246094,235.83999633789062,232.4600067138672,235.22999572753906,234.72494506835938,685700
2020-10-26,232.24000549316406,233.02000427246094,227.2899932861328,232.1699981689453,231.6715087890625,1183200
2020-10-27,233.52000427246094,233.52000427246094,230.36000061035156,231.0500030517578,230.55392456054688,983100
2020-10-28,226.80999755859375,227.60000610351562,220.39999389648438,220.5500030517578,220.0764617919922,1069400
2020-10-29,220.5500030517578,225.30999755859375,219.1199951171875,223.13999938964844,222.66090393066406,1039900
2020-10-30,221.5,224.89999389648438,216.25,219.66000366210938,219.18836975097656,1411700
2020-11-02,233.5399932861328,237.82000732421875,220.4199981689453,223.85000610351562,223.369384765625,2442300
2020-11-03,226.05999755859375,227.5500030517578,221.4600067138672,224.7899932861328,224.30735778808594,1654800
2020-11-04,226.8300018310547,230.91000366210938,225.47000122070312,227.75,227.26100158691406,976500
